endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glucagon production,glucagon secretion,GO:0070091,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,alpha cell,pancreatic A cell,CL:0000171,insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,decreases,X secretion,glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,minutes-hours,paracrine,"paracrine, circulatory",plasma glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,,gluconeogenesis,gluconeogenesis,GO:0006094,glycogenolysis,glycogen catabolic process,GO:0005980,insulin production,insulin secretion,GO:0030073,lipid catabolic process,lipid catabolic process,GO:0016042,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glucagon production,glucagon secretion,GO:0070091,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,alpha cell,pancreatic A cell,CL:0000171,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,decreases,X secretion,glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,minutes-hours,systemic,"paracrine, circulatory",plasma glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,,gluconeogenesis,gluconeogenesis,GO:0006094,glycogenolysis,glycogen catabolic process,GO:0005980,insulin production,insulin secretion,GO:0030073,lipid catabolic process,lipid catabolic process,GO:0016042,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glucagon production,glucagon secretion,GO:0070091,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,alpha cell,pancreatic A cell,CL:0000171,somatostatin,Somatostatin [Mass/volume] in Plasma,LOINC:2961-1,decreases,X secretion,glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,minutes-hours,paracrine,"paracrine, circulatory",plasma glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,,gluconeogenesis,gluconeogenesis,GO:0006094,glycogenolysis,glycogen catabolic process,GO:0005980,insulin production,insulin secretion,GO:0030073,lipid catabolic process,lipid catabolic process,GO:0016042,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glucagon production,glucagon secretion,GO:0070091,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,alpha cell,pancreatic A cell,CL:0000171,fasted status,,,increases,X secretion,glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,minutes-hours,systemic,"paracrine, circulatory",plasma glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,,gluconeogenesis,gluconeogenesis,GO:0006094,glycogenolysis,glycogen catabolic process,GO:0005980,insulin production,insulin secretion,GO:0030073,lipid catabolic process,lipid catabolic process,GO:0016042,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glucagon production,glucagon secretion,GO:0070091,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,alpha cell,pancreatic A cell,CL:0000171,pancreatic polypeptide,Pancreatic polypeptide [Mass/volume] in Serum or Plasma,LOINC:2721-9,decreases,X secretion,glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,minutes-hours,paracrine,"paracrine, circulatory",plasma glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,,gluconeogenesis,gluconeogenesis,GO:0006094,glycogenolysis,glycogen catabolic process,GO:0005980,insulin production,insulin secretion,GO:0030073,lipid catabolic process,lipid catabolic process,GO:0016042,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glucagon production,glucagon secretion,GO:0070091,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,alpha cell,pancreatic A cell,CL:0000171,amylin,,,decreases,X secretion,glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,minutes-hours,paracrine,"paracrine, circulatory",plasma glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,,gluconeogenesis,gluconeogenesis,GO:0006094,glycogenolysis,glycogen catabolic process,GO:0005980,insulin production,insulin secretion,GO:0030073,lipid catabolic process,lipid catabolic process,GO:0016042,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glucagon production,glucagon secretion,GO:0070091,,,,,,,,,,,,,,,organism,endocrine system,endocrine system,UBERON:0000949,endocrine system,endocrine system,UBERON:0000949,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,decreases,transition to X,fasted status,,,,,,,,,,,minutes-hours,systemic,systemic,,,,,,,,,,,,,gluconeogenesis,gluconeogenesis,GO:0006094,glycogenolysis,glycogen catabolic process,GO:0005980,insulin production,insulin secretion,GO:0030073,lipid catabolic process,lipid catabolic process,GO:0016042,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,insulin production,insulin secretion,GO:0030073,,,,,,,,,,,,,,insulin promotes glycogen storage and glucose uptake; receptor tyrosin kinase; promotes translocation of GLUT4 in skeletal muscle and adipocytes,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,,,,does,X secretion,insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,,,,,,,"[3, 8]","units = µU/mL, Target is [50, 150] 2 hours after a mixed meal",minutes-hours,,"paracrine, circulatory",plasma insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,glucagon production,glucagon secretion,GO:0070091,lipid synthesis process,lipid biosynthetic process,GO:0008610,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,insulin production,insulin secretion,GO:0030073,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,increases,X secretion,insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,,,,,,,,,minutes-hours,systemic,"paracrine, circulatory",plasma insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,glucagon production,glucagon secretion,GO:0070091,lipid synthesis process,lipid biosynthetic process,GO:0008610,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,insulin production,insulin secretion,GO:0030073,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,somatostatin,Somatostatin [Mass/volume] in Plasma,LOINC:2961-1,decreases,X secretion,insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,,,,,,,,,minutes-hours,paracrine,"paracrine, circulatory",plasma insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,glucagon production,glucagon secretion,GO:0070091,lipid synthesis process,lipid biosynthetic process,GO:0008610,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,insulin production,insulin secretion,GO:0030073,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,fed status,,,increases,X secretion,insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,,,,,,,,,minutes-hours,systemic,"paracrine, circulatory",plasma insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,glucagon production,glucagon secretion,GO:0070091,lipid synthesis process,lipid biosynthetic process,GO:0008610,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,insulin production,insulin secretion,GO:0030073,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,fed status,,,decreases,X secretion,glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,minutes-hours,systemic,"paracrine, circulatory",plasma insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,glucagon production,glucagon secretion,GO:0070091,lipid synthesis process,lipid biosynthetic process,GO:0008610,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,insulin production,insulin secretion,GO:0030073,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,pancreatic polypeptide,Pancreatic polypeptide [Mass/volume] in Serum or Plasma,LOINC:2721-9,decreases,X secretion,insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,,,,,,,,,minutes-hours,paracrine,"paracrine, circulatory",plasma insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,glucagon production,glucagon secretion,GO:0070091,lipid synthesis process,lipid biosynthetic process,GO:0008610,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,insulin production,insulin secretion,GO:0030073,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,increases,X secretion,C-peptide,,,,,,,,,,,minutes-hours,systemic,paracrine,plasma insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,glucagon production,glucagon secretion,GO:0070091,lipid synthesis process,lipid biosynthetic process,GO:0008610,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,insulin production,insulin secretion,GO:0030073,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,increases,X secretion,amylin,,,,,,,,,,,minutes-hours,autocrine,"paracrine, circulatory",plasma insulin,Insulin [Mass/volume] in Serum or Plasma,LOINC:3695-4,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,glucagon production,glucagon secretion,GO:0070091,lipid synthesis process,lipid biosynthetic process,GO:0008610,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,insulin production,insulin secretion,GO:0030073,,,,,,,,,,,,,,,organism,endocrine system,endocrine system,UBERON:0000949,endocrine system,endocrine system,UBERON:0000949,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,increases,transition to X,fed status,,,,,,,,,,,minutes-hours,systemic,systemic,,,,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,glucagon production,glucagon secretion,GO:0070091,lipid synthesis process,lipid biosynthetic process,GO:0008610,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,somatostatin production,somatostatin secretion,GO:0070253,,,,,,,,,,,,,,somatostatin is produced by delta cells to inhibit both glucagon and insulin secretion,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,delta cell,pancreatic D cell,CL:0000173,,,,does,X secretion,somatostatin,Somatostatin [Mass/volume] in Plasma,LOINC:2961-1,,,,,,,"[0, 30]",units = pg/mL,minutes-hours,,"paracrine, circulatory",plasma somatostatin,Somatostatin [Mass/volume] in Plasma,LOINC:2961-1,,,,,,,,,,glucagon production,glucagon secretion,GO:0070091,insulin production,insulin secretion,GO:0030073,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,pancreatic polypeptide production,pancreatic polypeptide secretion,GO:0036322,,,,,,,,,,,,,,pancreatic polypeptide reduces appetite and decreases gastric and pancreatic secretions,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,F cell,pancreatic PP cell,CL:0002275,,,,does,X secretion,pancreatic polypeptide,Pancreatic polypeptide [Mass/volume] in Serum or Plasma,LOINC:2721-9,,,,,,,"[0, 300]","units = pg/mL, typically increases by 200pg/mL after feeding",minutes-hours,,"paracrine, circulatory",,,,,,,,,,,,,gallbladder emptying,gallbladder physiology trait,VT:0005085,gi motility,intestinal peristalsis trait,VT:0003289,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,pancreatic polypeptide production,pancreatic polypeptide secretion,GO:0036322,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,F cell,pancreatic PP cell,CL:0002275,fasted status,,,decreases,X secretion,pancreatic polypeptide,Pancreatic polypeptide [Mass/volume] in Serum or Plasma,LOINC:2721-9,,,,,,,,,minutes-hours,systemic,"paracrine, circulatory",,,,,,,,,,,,,gallbladder emptying,gallbladder physiology trait,VT:0005085,gi motility,intestinal peristalsis trait,VT:0003289,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,pancreatic polypeptide production,pancreatic polypeptide secretion,GO:0036322,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,F cell,pancreatic PP cell,CL:0002275,fed status,,,increases,X secretion,pancreatic polypeptide,Pancreatic polypeptide [Mass/volume] in Serum or Plasma,LOINC:2721-9,,,,,,,,,minutes-hours,systemic,"paracrine, circulatory",,,,,,,,,,,,,gallbladder emptying,gallbladder physiology trait,VT:0005085,gi motility,intestinal peristalsis trait,VT:0003289,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,pancreatic polypeptide production,pancreatic polypeptide secretion,GO:0036322,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,F cell,pancreatic PP cell,CL:0002275,pancreatic polypeptide,Pancreatic polypeptide [Mass/volume] in Serum or Plasma,LOINC:2721-9,decreases,X secretion,bicarbonate,,,,,,,,,,,minutes-hours,intra-organ,"paracrine, circulatory",,,,,,,,,,,,,gallbladder emptying,gallbladder physiology trait,VT:0005085,gi motility,intestinal peristalsis trait,VT:0003289,pancreatic bicarbonate secretion,pancreas gland physiology trait,VT:0002693,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,C-peptide production,,,,,,,,,,,,,,,,"c-peptide is a byproduct of insulin production, cleaved from pro-insulin",cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,,,,does,X secretion,C-peptide,,,,,,,,,"[0.5, 2.0] ",units = ng/mL,minutes-hours,,paracrine,plasma C-peptide,,LOINC:1986-9,,,,,,,,,,insulin production,insulin secretion,GO:0030073,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,Laboratory procedure fasting insulin measurement,C19726,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,amylin production,,,,,,,,,,,,,,,,amylin slows gastric emptying and suppresses postprandial glucagon; co-secreted with insulin,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,,,,does,X secretion,amylin,,,,,,,,,"[4.5, 9.5]","units = pmol/L, increased up to 25-30pmol/L post feeding",minutes-hours,,"paracrine, circulatory",,,,,,,,,,,,,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glycogenolysis,glycogen catabolism trait,VT:0002713,gastric emptying,intestinal peristalsis trait,VT:0003289,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,amylin production,,,,,,,,,,,,,,,,,organ,digestive system,digestive tract,UBERON:0001007,stomach,stomach,UBERON:0000945,glp-1,,,decreases,X export,gastric contents,,,,,,,,,,,minutes,circulatory,intra-organ,,,,,,,,,,,,,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glycogenolysis,glycogen catabolism trait,VT:0002713,gastric emptying,intestinal peristalsis trait,VT:0003289,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,amylin production,,,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,amylin,,,decreases,X secretion,glucagon,Glucagon [Mass/volume] in Serum or Plasma,LOINC:2338-2,,,,,,,,,minutes-hours,paracrine,"paracrine, circulatory",,,,,,,,,,,,,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glycogenolysis,glycogen catabolism trait,VT:0002713,gastric emptying,intestinal peristalsis trait,VT:0003289,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,7,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,cortisol production,cortisol secretion,GO:0043400,,,,,,,,,,,,,,cortisol increases gluconeogenesis and suppresses the immune system,tissue,cortex,adrenal cortex,UBERON:0001235,zona fasciculata,zona fasciculata of adrenal gland,UBERON:0002054,,,,does,X secretion,cortisol,,,,,,,,,"[5, 25]","units = µg/dL, range is [5-25] in the morning, [0, 10] in the afternoon",minutes-hours,,circulatory,24 hour urine cortisol,,LOINC:2147-7,plasma cortisol,,LOINC:2143-6,,,,,,,hypothalamic pituitary axis,secretion by pituitary trait,VT:0001746,igf-1,blood insulin-like growth factor amount,VT:0010479,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,,24 Hour urine cortisol test result value,C57134,Laboratory procedure adrenal function fasting cortisol serum value,C22314,AM Cortisol test result value,C57128,PM Cortisol test result value,C57131,Laboratory procedure anterior pituitary function insulin-like growth factor-1 baseline plasma value,C22339,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,,,,does,X secretion,glucose,Glucose [Mass/volume] in Serum or Plasma,LOINC:2345-7,,,,,,,"[60, 80]","units = mg/dL, Target is [100, 140] 2 hours after a mixed meal",minutes-hours,,circulatory,,,,,,,,,,,,,insulin production,insulin secretion,GO:0030073,glycogen biosynthetic process,glycogen biosynthetic process,GO:0005978,glucagon production,glucagon secretion,GO:0070091,lipid catabolic process,lipid catabolic process,GO:0016042,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
